,player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,full_name
84,100085,Hans Joachim,Ploetz,R,1944-02-26,GER,,,Hans Joachim Ploetz
85,100086,Frantisek,Pala,L,1944-03-28,CZE,,Q323289,Frantisek Pala
86,100087,John,Newcombe,R,1944-05-23,AUS,183.0,Q312464,John Newcombe
87,100088,Patricio,Cornejo,R,1944-06-06,CHI,180.0,Q1271345,Patricio Cornejo
88,100089,Patrice,Beust,R,1944-09-03,FRA,170.0,Q3368873,Patrice Beust
89,100090,Dick,Crealy,R,1944-09-18,AUS,191.0,Q962839,Dick Crealy
90,100091,Colin,Dibley,R,1944-09-19,AUS,188.0,Q390839,Colin Dibley
91,100092,Alex,Metreveli,R,1944-11-02,RUS,,Q465796,Alex Metreveli
92,100093,William,Brown,R,1945-01-14,USA,,Q13512796,William Brown
93,100094,Jim,Osborne,R,1945-02-01,USA,185.0,Q1562015,Jim Osborne
94,100095,Tony,Bardsley,R,1945-02-09,CAN,,Q7821830,Tony Bardsley
95,100096,Peter,Burwash,R,1945-02-10,CAN,175.0,Q7173087,Peter Burwash
96,100097,Nicholas,Kalogeropoulos,R,1945-02-18,GRE,,Q3339850,Nicholas Kalogeropoulos
97,100098,Ove,Bengtson,R,1945-04-05,SWE,196.0,Q374309,Ove Bengtson
98,100099,Thomaz,Koch,L,1945-05-11,BRA,,Q1281836,Thomaz Koch
99,100100,Tony,Roche,L,1945-05-17,AUS,178.0,Q710119,Tony Roche
100,100101,Mike,Belkin,R,1945-06-29,CAN,,Q1563966,Mike Belkin
101,100102,Joaquin,Loyo Mayo,R,1945-08-16,MEX,,Q1565143,Joaquin Loyo Mayo
102,100103,Peter,Curtis,R,1945-08-29,GBR,,Q3376525,Peter Curtis
103,100104,Richard,Russell,R,1945-09-08,JAM,,,Richard Russell
104,100105,Allan,Stone,R,1945-10-14,AUS,,Q1260060,Allan Stone
105,100106,Graham,Stilwell,R,1945-11-15,GBR,173.0,Q5593283,Graham Stilwell
106,100107,Robert,Rheinberger,R,1945-11-18,AUS,,,Robert Rheinberger
107,100108,Chris,Bovett,R,1945-12-25,GBR,,,Chris Bovett
108,100109,Jun,Kuki,R,1945-12-28,JPN,,Q16267024,Jun Kuki
109,100110,Terry,Addison,R,1946-01-11,AUS,180.0,Q13848246,Terry Addison
110,100111,Ray,Keldie,R,1946-01-17,AUS,,Q7297691,Ray Keldie
111,100112,John,Clifton,R,1946-02-19,GBR,,Q6226389,John Clifton
112,100113,Jan,Kodes,R,1946-03-01,CZE,175.0,Q317431,Jan Kodes
113,100114,Ray,Ruffels,R,1946-03-23,AUS,,Q1258947,Ray Ruffels
114,100115,Jaime,Fillol,R,1946-06-03,CHI,180.0,Q1258592,Jaime Fillol
115,100116,Sherwood,Stewart,R,1946-06-06,USA,188.0,Q984213,Sherwood Stewart
116,100117,Butch,Seewagen,R,1946-06-13,USA,188.0,Q18030909,Butch Seewagen
117,100118,Ivan,Molina,L,1946-06-16,COL,,Q1281826,Ivan Molina
118,100119,Ilie,Nastase,R,1946-07-19,ROU,183.0,Q106113,Ilie Nastase
119,100120,Robert,Maud,R,1946-08-12,RSA,180.0,Q1565123,Robert Maud
120,100121,Raymond,Moore,R,1946-08-24,RSA,183.0,Q1563090,Raymond Moore
121,100122,Julian,Ganzabal,R,1946-08-25,ARG,,Q22004451,Julian Ganzabal
122,100123,Patrick,Hombergen,R,1946-09-08,BEL,,Q23023184,Patrick Hombergen
123,100124,Steve,Turner,R,1946-10-17,USA,,,Steve Turner
124,100125,John,Cooper,R,1946-11-04,AUS,,Q1260301,John Cooper
125,100126,Stan,Smith,R,1946-12-14,USA,193.0,Q54657,Stan Smith
126,100127,Tom,Gorman,R,1946-01-19,USA,180.0,Q1258917,Tom Gorman
127,100128,Cliff,Richey,R,1946-12-31,USA,175.0,Q1565885,Cliff Richey
128,100129,Jean Baptiste,Chanfreau,R,1947-01-17,FRA,,Q1563100,Jean Baptiste Chanfreau
129,100130,Vladimir,Zednik,R,1947-02-01,CZE,,Q1261168,Vladimir Zednik
130,100131,Guillermo,Oropez,R,1947-02-07,USA,,,Guillermo Oropez
131,100132,Armistead,Neely,R,1947-03-19,USA,,Q18085277,Armistead Neely
132,100133,Pat,Cramer,R,1947-03-21,RSA,,Q7143331,Pat Cramer
133,100134,Roy,Barth,R,1947-03-30,USA,175.0,Q18240972,Roy Barth
134,100135,Onny,Parun,R,1947-04-15,NZL,188.0,Q939026,Onny Parun
135,100136,Humphrey,Hose,R,1947-05-04,VEN,,Q22005197,Humphrey Hose
136,100137,Hans Jurgen,Pohmann,R,1947-05-23,GER,178.0,Q95218,Hans Jurgen Pohmann
137,100138,Dan,Bleckinger,R,1947-05-27,USA,,,Dan Bleckinger
138,100139,Gerald,Battrick,R,1947-05-27,GBR,178.0,Q1565118,Gerald Battrick
139,100140,Steve,Faulk,R,1947-06-01,USA,,,Steve Faulk
140,100141,Zeljko,Franulovic,R,1947-06-13,CRO,,Q1290977,Zeljko Franulovic
141,100142,Peter,Szoke,R,1947-08-08,HUN,,Q1563115,Peter Szoke
142,100143,Peter,Fishbach,R,1947-08-29,USA,180.0,Q87758114,Peter Fishbach
143,100144,Bob,Lutz,R,1947-08-29,USA,180.0,Q888085,Bob Lutz
144,100145,Dick,Dell,R,1947-09-29,USA,,Q3026568,Dick Dell
145,100146,Jun,Kamiwazumi,R,1947-10-01,JPN,,Q11588830,Jun Kamiwazumi
146,100147,Marcello,Lara,R,1947-10-05,MEX,,Q1565079,Marcello Lara
147,100148,Ismail,El Shafei,R,1947-11-15,EGY,,Q402950,Ismail El Shafei
148,100149,Toshiro,Sakai,R,1947-11-23,JPN,,Q962038,Toshiro Sakai
149,100150,Lito,Alvarez,R,1947-12-05,ARG,,Q963823,Lito Alvarez
150,100151,Karl,Coombes,R,1947-12-17,AUS,180.0,Q16855126,Karl Coombes
151,100152,David,Lloyd,R,1948-01-03,GBR,,Q3018308,David Lloyd
152,100153,Patrice,Hagelauer,R,1948-01-05,FRA,188.0,Q3368955,Patrice Hagelauer
153,100154,Peter,Kanderal,R,1948-01-16,SUI,,Q86628337,Peter Kanderal
154,100155,Ramiro,Benavides,R,1947-01-30,BOL,,,Ramiro Benavides
155,100156,Jasjit,Singh,R,1948-02-04,IND,,Q18091541,Jasjit Singh
156,100157,Stanley,Pasarell,R,1948-02-11,USA,185.0,,Stanley Pasarell
157,100158,John,Bartlett,R,1948-03-17,AUS,188.0,Q6220953,John Bartlett
158,100159,Vladimir,Korotkov,R,1948-04-23,RUS,,Q12488,Vladimir Korotkov
159,100160,Georges,Goven,R,1948-04-26,FRA,173.0,Q1563939,Georges Goven
160,100161,Jurgen,Fassbender,R,1948-05-28,GER,,Q77578,Jurgen Fassbender
161,100162,Brian,Fairlie,R,1948-06-13,NZL,173.0,Q1563153,Brian Fairlie
162,100163,Tom,Leonard,R,1948-07-15,USA,175.0,Q1563959,Tom Leonard
163,100164,Bill,Lofgren,R,1948-07-31,USA,,,Bill Lofgren
164,100165,Steve,Siegel,R,1948-09-04,USA,,Q23023819,Steve Siegel
165,100166,Gene,Malin,R,1948-10-01,USA,,,Gene Malin
166,100167,Sever,Muresan,R,1948-10-23,ROU,,Q7457808,Sever Muresan
167,100168,Kenneth,McMillan,R,1948-11-25,USA,,,Kenneth McMillan
168,100169,Ian,Fletcher,R,1948-12-01,AUS,,Q3147262,Ian Fletcher
169,100170,Bernard,Mignot,R,1948-12-03,BEL,,Q2898324,Bernard Mignot
170,100171,John,Yuill,R,1948-12-12,RSA,,Q3182800,John Yuill
171,100172,Tito,Vazquez,R,1949-01-01,ARG,173.0,Q2040551,Tito Vazquez
172,100173,Andrew,Pattison,R,1949-01-30,USA,188.0,Q716408,Andrew Pattison
173,100174,Manuel,Orantes,L,1949-02-06,ESP,178.0,Q318569,Manuel Orantes
174,100175,Zan,Guerry,R,1949-02-12,USA,,Q22278049,Zan Guerry
175,100176,Hans,Kary,L,1949-02-23,AUT,172.0,Q3126972,Hans Kary
176,100177,Pavel,Hutka,R,1949-02-28,CZE,,Q7155624,Pavel Hutka
177,100178,Bob,Giltinan,R,1949-04-07,AUS,,Q2907669,Bob Giltinan
178,100179,Karl,Meiler,R,1949-04-30,GER,178.0,Q89533,Karl Meiler
179,100180,Bill,Lloyd,R,1949-05-07,AUS,,,Bill Lloyd
180,100181,Larry,Turville,R,1949-06-04,USA,,,Larry Turville
181,100182,Mike,Estep,R,1949-07-19,USA,173.0,Q4107672,Mike Estep
182,100183,Jim,Ward,R,1949-07-28,USA,,,Jim Ward
183,100184,Lars,Elvstrom,R,1949-08-18,DEN,,Q16064404,Lars Elvstrom
184,100185,Patrick,Proisy,R,1949-09-10,FRA,180.0,Q1282611,Patrick Proisy
185,100186,Jeff,Borowiak,R,1949-09-25,USA,193.0,Q1565788,Jeff Borowiak
186,100187,Luis Felipe,Tavares,R,1949-09-26,BRA,,,Luis Felipe Tavares
187,100188,John,Fort,R,1949-09-28,USA,,,John Fort
188,100189,Dale,Power,R,1949-10-02,CAN,,Q5210590,Dale Power
189,100190,Norman,Holmes,R,1949-10-05,USA,,,Norman Holmes
190,100191,Doug,Crawford,R,1949-10-15,USA,188.0,,Doug Crawford
191,100192,Kent,Crawford,R,1949-10-15,USA,,,Kent Crawford
192,100193,Wanaro,N'Godrella,R,1949-10-19,FRA,,Q3566000,Wanaro N'Godrella
193,100194,Larry,Parker,R,1949-10-23,USA,,,Larry Parker
194,100195,Nicolas,Kelaidis,R,1949-10-29,GRE,178.0,Q27996064,Nicolas Kelaidis
195,100196,Haroon,Rahim,R,1949-11-12,PAK,,Q1258703,Haroon Rahim
196,100197,Alejandro,Pierola,R,1949-11-20,CHI,,Q4714630,Alejandro Pierola
197,100198,Alvaro,Betancur,R,1950-01-03,COL,,Q86431834,Alvaro Betancur
198,100199,Patrice,Dominguez,L,1950-01-12,FRA,173.0,Q3368924,Patrice Dominguez
199,100200,Antonio,Zugarelli,R,1950-01-17,ITA,,Q267328,Antonio Zugarelli
200,100201,Syd,Ball,R,1950-01-24,AUS,188.0,Q1563900,Syd Ball
201,100202,George,Amaya,L,1950-02-12,USA,173.0,,George Amaya
202,100203,Phil,Dent,R,1950-02-14,AUS,183.0,Q976190,Phil Dent
203,100204,Pancho,Walthall,L,1950-02-16,USA,,,Pancho Walthall
204,100205,Paul,Gerken,R,1950-03-15,USA,185.0,Q3371310,Paul Gerken
205,100206,Kenichi,Hirai,R,1950-03-19,JPN,,Q17986761,Kenichi Hirai
206,100207,Noel,Phillips,R,1950-03-28,AUS,,,Noel Phillips
207,100208,Dick,Bohrnstedt,R,1950-04-28,USA,,Q16144736,Dick Bohrnstedt
208,100209,George,Taylor,R,1950-05-04,USA,,,George Taylor
209,100210,Steve,Docherty,R,1950-05-06,AUS,,Q7612404,Steve Docherty
210,100211,Louk,Sanders,R,1950-05-09,NED,,Q2157904,Louk Sanders
211,100212,F D,Robbins,R,1950-06-13,USA,,,F D Robbins
212,100213,Fred,Hemmes,U,1950-06-14,NED,,Q719304,Fred Hemmes
213,100214,Adriano,Panatta,R,1950-07-09,ITA,183.0,Q375938,Adriano Panatta
214,100215,Fred,Mcnair,R,1950-07-22,USA,183.0,Q3086899,Fred Mcnair
215,100216,Charlie,Owens,R,1950-07-31,USA,,Q5081403,Charlie Owens
216,100217,Bob,Mckinley,R,1950-08-05,USA,,Q7347560,Bob Mckinley
217,100218,Butch,Palmer,R,1950-09-04,USA,,,Butch Palmer
218,100219,Geoff,Masters,R,1950-09-19,AUS,,Q1260231,Geoff Masters
219,100220,Jiri,Hrebec,R,1950-09-19,CZE,,Q2057065,Jiri Hrebec
220,100221,Carlos,Kirmayr,R,1950-09-23,BRA,173.0,Q1042999,Carlos Kirmayr
221,100222,Mike,Powers,R,1950-09-24,USA,,,Mike Powers
222,100223,Jeff,Simpson,R,1950-10-29,NZL,,Q6174987,Jeff Simpson
223,100224,Peter,Campbell,R,1950-11-10,AUS,,,Peter Campbell
224,100225,Peter,Doerner,R,1950-11-17,AUS,,Q18010763,Peter Doerner
225,100226,Mike,Machette,R,1951-01-27,USA,,Q13512805,Mike Machette
226,100227,Alvin,Gardiner,R,1951-02-11,AUS,,Q22959202,Alvin Gardiner
227,100228,Kjell,Johansson,R,1951-02-12,SWE,,Q5886813,Kjell Johansson
228,100229,Dick,Stockton,R,1951-02-18,USA,188.0,Q967423,Dick Stockton
229,100230,Welry,Fritz,R,1951-02-19,CAN,,,Welry Fritz
230,100231,Erik,Van Dillen,R,1951-02-21,USA,183.0,Q1259691,Erik Van Dillen
231,100232,Eddie,Dibbs,R,1951-02-23,USA,170.0,Q1282765,Eddie Dibbs
232,100233,Ricardo,Cano,R,1951-02-26,ARG,170.0,Q3430221,Ricardo Cano
233,100234,Allan,McDonald,R,1951-03-01,AUS,,Q16855281,Allan McDonald
234,100235,Antonio,Munoz,R,1951-03-01,ESP,,Q4776822,Antonio Munoz
235,100236,John,James,R,1951-03-07,AUS,183.0,Q6241493,John James
236,100237,Bill,Freer,R,1951-03-09,RSA,,,Bill Freer
237,100238,Rick,Fisher,R,1951-03-29,USA,,Q7331389,Rick Fisher
238,100239,Hans,Engert,R,1951-04-22,GER,,Q1566665,Hans Engert
239,100240,Joao,Soares,R,1951-04-25,BRA,185.0,Q6298385,Joao Soares
240,100241,Joel,Bailey,R,1951-04-25,USA,,Q22095303,Joel Bailey
241,100242,Mike,Collins,R,1951-05-01,GBR,,,Mike Collins
242,100243,Steve,Krulevitz,R,1951-05-30,USA,175.0,Q7613081,Steve Krulevitz
243,100244,John,Alexander,R,1951-07-04,AUS,190.0,Q1281683,John Alexander
244,100245,Jeff,Austin,R,1951-07-05,USA,,Q6173248,Jeff Austin
245,100246,Frank,Puncec,R,1951-07-09,RSA,,Q62513964,Frank Puncec
246,100247,Rolf,Thung,L,1951-07-27,NED,190.0,Q1821050,Rolf Thung
247,100248,Max,Hurlimann,R,1951-07-30,SUI,,,Max Hurlimann
248,100249,Paolo,Bertolucci,R,1951-08-03,ITA,175.0,Q484985,Paolo Bertolucci
249,100250,Woody,Blocher,R,1951-08-24,USA,173.0,Q87495855,Woody Blocher
250,100251,Grover Raz,Reid,R,1951-08-27,USA,,,Grover Raz Reid
251,100252,Tim,Gullikson,R,1951-09-08,USA,180.0,Q962989,Tim Gullikson
252,100253,Tom,Gullikson,L,1951-09-08,USA,180.0,Q1855348,Tom Gullikson
253,100254,George,Glowa,R,1951-10-01,USA,188.0,,George Glowa
254,100255,Roscoe,Tanner,L,1951-10-15,USA,183.0,Q54681,Roscoe Tanner
255,100256,Luis,Baraldi,R,1951-10-21,MEX,,,Luis Baraldi
256,100257,Ross,Case,R,1951-11-01,AUS,,Q1260196,Ross Case
257,100258,Jorge,Andrew,R,1951-11-02,VEN,,Q11705726,Jorge Andrew
258,100259,Peter,Feigl,R,1951-11-30,AUT,183.0,Q3376565,Peter Feigl
259,100260,Gary,Groslimond,R,1952-01-03,USA,,,Gary Groslimond
260,100261,Brian,Gottfried,R,1952-01-27,USA,183.0,Q912255,Brian Gottfried
261,100262,Rolf,Norberg,R,1952-01-31,SWE,,Q3440373,Rolf Norberg
262,100263,John,Andrews,R,1952-02-05,USA,,Q3180915,John Andrews
263,100264,Lajos,Levai,R,1952-02-07,YUG,,,Lajos Levai
264,100265,Cliff,Letcher,R,1952-02-09,AUS,,Q2979053,Cliff Letcher
265,100266,John,Feaver,R,1952-02-16,GBR,190.0,Q6232841,John Feaver
266,100267,Rayno,Seegers,R,1952-02-29,RSA,,Q18030745,Rayno Seegers
267,100268,Denis,Naegelen,R,1952-03-14,FRA,,Q5802672,Denis Naegelen
268,100269,Joe,Garcia,R,1952-03-17,USA,,,Joe Garcia
269,100270,Anand,Amritraj,R,1952-03-20,IND,185.0,Q2698644,Anand Amritraj
270,100271,Jean Francois,Caujolle,L,1952-03-31,FRA,,Q3165519,Jean Francois Caujolle
271,100272,Sandy,Mayer,R,1952-04-05,USA,178.0,Q2096054,Sandy Mayer
272,100273,Kim,Warwick,R,1952-04-08,AUS,183.0,Q1741596,Kim Warwick
273,100274,Eric,Deblicker,R,1952-04-17,FRA,178.0,Q3591073,Eric Deblicker
274,100275,Hartmut,Kirchhubel,R,1952-04-23,GER,,Q22278629,Hartmut Kirchhubel
275,100276,Terry,Moor,L,1952-04-23,USA,178.0,Q716901,Terry Moor
276,100277,Jacques,Thamin,R,1952-05-23,FRA,,Q13365306,Jacques Thamin
277,100278,Frank,Gebert,R,1952-06-11,GER,,Q3082618,Frank Gebert
278,100279,Mike,Cahill,R,1952-06-17,USA,183.0,Q6846222,Mike Cahill
279,100280,Wojtek,Fibak,R,1952-08-03,POL,183.0,Q505565,Wojtek Fibak
280,100281,Sashi,Menon,R,1952-08-09,IND,180.0,Q7425124,Sashi Menon
281,100282,Guillermo,Vilas,L,1952-08-17,ARG,180.0,Q201515,Guillermo Vilas
282,100283,Andre,Zietsmann,R,1952-08-19,RSA,,,Andre Zietsmann
283,100284,Jimmy,Connors,L,1952-09-02,USA,178.0,Q53393,Jimmy Connors
284,100285,Rod,Frawley,R,1952-09-08,AUS,185.0,Q3438080,Rod Frawley
285,100286,Harold,Solomon,R,1952-09-17,USA,168.0,Q1585949,Harold Solomon
286,100287,Robin,Drysdale,R,1952-09-18,GBR,,Q3437059,Robin Drysdale
287,100288,Tenny,Svensson,R,1952-09-21,SWE,,Q18085229,Tenny Svensson
288,100289,Byron,Bertram,R,1952-10-29,RSA,,Q1565274,Byron Bertram
289,100290,Timothy,Noonan,R,1952-10-31,USA,,,Timothy Noonan
290,100291,Ian,Harris,R,1952-11-16,USA,,,Ian Harris
291,100292,Alvaro,Fillol,R,1952-12-04,CHI,178.0,Q3576981,Alvaro Fillol
292,100293,John,Marks,R,1952-12-09,AUS,,Q3181997,John Marks
293,100294,Rejean,Genois,R,1952-12-30,CAN,175.0,Q7386114,Rejean Genois
294,100295,Richard,Legendre,R,1953-01-19,CAN,,Q3430975,Richard Legendre
295,100296,Chris,Gunning,R,1953-02-07,NZL,,,Chris Gunning
296,100297,Corrado,Barazzutti,R,1953-02-19,ITA,178.0,Q2713814,Corrado Barazzutti
297,100298,George,Hardie,L,1953-02-19,USA,,Q5540227,George Hardie
298,100299,James Chico,Hagey,R,1953-02-25,USA,,,James Chico Hagey
299,100300,Jose,Higueras,R,1953-03-01,ESP,178.0,Q1348847,Jose Higueras
300,100301,Jim,Delaney,R,1953-03-12,USA,,Q6132533,Jim Delaney
301,100302,Joaquim,Rasgado Jr,R,1953-03-24,BRA,,,Joaquim Rasgado Jr
302,100303,Henry,Bunis,R,1953-03-27,USA,,Q22677495,Henry Bunis
303,100304,Bob,Kreiss,R,1953-04-30,USA,,Q16268937,Bob Kreiss
304,100305,Mark,Farrell,R,1953-05-06,GBR,,Q3294072,Mark Farrell
305,100306,Mike,Wayman,R,1953-05-06,GBR,,,Mike Wayman
306,100307,Paul,Torre,R,1953-05-18,FRA,180.0,Q13512879,Paul Torre
307,100308,Robert,Trogolo,R,1953-06-15,RSA,180.0,Q7350479,Robert Trogolo
308,100309,Raul,Ramirez,R,1953-06-20,MEX,183.0,Q972727,Raul Ramirez
309,100310,Mike,Myburg,R,1953-06-23,RSA,,Q13513068,Mike Myburg
310,100311,Ulises,Quezada,R,1953-07-14,CHI,173.0,,Ulises Quezada
311,100312,Chiraid,Mukherjea,R,1953-08-14,IND,,,Chiraid Mukherjea
312,100313,Keith,Richardson,R,1953-08-18,USA,185.0,,Keith Richardson
313,100314,Bernard,Fritz,R,1953-10-05,FRA,173.0,Q2897929,Bernard Fritz
314,100315,Hank,Pfister,R,1953-10-09,USA,193.0,Q1144091,Hank Pfister
315,100316,Scott,Carnahan,R,1953-10-24,USA,,,Scott Carnahan
316,100317,Stephen,Warboys,R,1953-10-25,GBR,,Q27680824,Stephen Warboys
317,100318,Roger,Guedes,R,1953-11-03,BRA,,Q106602825,Roger Guedes
318,100319,Rick,Fagel,R,1953-11-29,USA,180.0,Q7331375,Rick Fagel
319,100320,Mark,Meyers,R,1953-12-05,USA,,,Mark Meyers
